ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Green Office Building,9/12/2015,75331647,Energy-efficient design,Metropolitan Area,LEED Certified,Eco-Friendly Designs,ISO 14001,12/20/2023,29,Limited,low-flow,certified,25% reduction in energy use,true
Eco Elementary School,11/4/2021,36213709,Energy-efficient design,Town Square,LEED Certified,Green Architects Inc.,LEED,10/4/2023,26,Limited,low-flow,reclaimed,30% reduction in energy use,true
Sustainable Library,1/30/2020,61454206,Green roof,Downtown,LEED Certified,Green Architects Inc.,LEED,1/31/2024,89,No,low-flow,certified,30% reduction in energy use,false
Green Office Building,9/11/2015,47577977,Green roof,Central District,LEED Certified,EcoBuild Constructions,Green Globes,11/8/2023,66,No,low-flow,certified,40% reduction in energy use,false
Green Office Building,6/2/2008,10480421,Energy-efficient design,Central District,LEED Certified,Green Building Solutions,LEED,10/10/2023,36,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,3/23/2013,8942661,Rainwater harvesting,Town Square,LEED Certified,EcoBuild Constructions,Green Globes,3/7/2024,73,No,high-efficiency,local,40% reduction in energy use,false
Green Office Building,9/2/2019,51305268,Energy-efficient design,City Centre,LEED Certified,EcoBuild Constructions,LEED,7/5/2023,43,No,high-efficiency,recycled,30% reduction in energy use,false
Sustainable Library,8/16/2008,78800268,Energy-efficient design,Metropolitan Area,LEED Silver,Green Building Solutions,LEED,11/7/2023,78,Yes,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,3/9/2022,79872534,Green roof,Metropolitan Area,LEED Certified,Green Building Solutions,ISO 14001,2/8/2024,27,Limited,low-flow,certified,30% reduction in energy use,true
Sustainable Library,8/11/2010,50299682,Green roof,Downtown,LEED Certified,Green Building Solutions,Green Globes,8/16/2023,78,No,high-efficiency,local,30% reduction in energy use,true
Eco Elementary School,2/18/2009,50603091,Renewable energy sources,Downtown,LEED Certified,Green Building Solutions,ENERGY STAR Certified,2/25/2024,77,Yes,low-flow,certified,40% reduction in energy use,false
Sustainable Library,12/15/2012,89690694,Energy-efficient design,Town Square,LEED Gold,Green Architects Inc.,Green Globes,10/23/2023,22,Yes,low-flow,reclaimed,40% reduction in energy use,false
Sustainable Library,8/1/2015,16074570,Green roof,Metropolitan Area,LEED Gold,Green Building Solutions,ISO 14001,11/15/2023,81,Yes,low-flow,certified,40% reduction in energy use,true
Sustainable Library,6/26/2021,88292253,Rainwater harvesting,Town Square,LEED Certified,Green Architects Inc.,LEED,12/29/2023,51,Yes,low-flow,certified,25% reduction in energy use,true
Green Office Building,3/17/2010,60775851,LEED Platinum certified,Metropolitan Area,LEED Silver,Eco-Friendly Designs,Green Globes,7/26/2023,70,No,low-flow,sustainable,40% reduction in energy use,false
Green Office Building,2/4/2009,89060485,Green roof,Central District,LEED Silver,EcoBuild Constructions,LEED,10/25/2023,50,Yes,low-flow,sustainable,40% reduction in energy use,false
Eco Elementary School,6/19/2011,38718142,Rainwater harvesting,Downtown,LEED Gold,Green Architects Inc.,Green Globes,2/27/2024,55,No,low-flow,sustainable,25% reduction in energy use,false
Sustainable Library,9/24/2021,51808930,Renewable energy sources,Metropolitan Area,LEED Platinum,Sustainable Builders,LEED,1/16/2024,73,Limited,low-flow,reclaimed,40% reduction in energy use,true
Sustainable Library,9/25/2023,47317087,Green roof,Metropolitan Area,LEED Certified,Eco-Friendly Designs,LEED,1/29/2024,91,Yes,high-efficiency,local,40% reduction in energy use,true
Eco Elementary School,2/2/2007,34603299,Green roof,Downtown,LEED Gold,Green Architects Inc.,LEED,6/8/2023,49,Limited,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,7/5/2015,76345590,Renewable energy sources,Downtown,Not Applicable,Green Architects Inc.,LEED,12/6/2023,11,Limited,low-flow,certified,30% reduction in energy use,false
Sustainable Library,9/17/2017,38651328,Rainwater harvesting,Metropolitan Area,LEED Certified,Eco-Friendly Designs,ISO 14001,12/20/2023,43,Limited,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,11/14/2006,9322727,LEED Platinum certified,City Centre,LEED Certified,Green Building Solutions,LEED,11/15/2023,95,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Green Office Building,3/17/2020,35742826,LEED Platinum certified,City Centre,LEED Certified,Green Architects Inc.,Green Globes,6/7/2023,73,Limited,low-flow,sustainable,25% reduction in energy use,true
Eco Elementary School,7/25/2022,28217490,Green roof,Downtown,LEED Certified,Eco-Friendly Designs,Green Globes,12/18/2023,50,No,high-efficiency,reclaimed,30% reduction in energy use,true
Eco Elementary School,1/28/2014,92308434,Energy-efficient design,Metropolitan Area,LEED Gold,Eco-Friendly Designs,ENERGY STAR Certified,7/8/2023,78,Limited,low-flow,certified,40% reduction in energy use,true
Sustainable Library,5/1/2018,12975352,Energy-efficient design,Downtown,LEED Silver,Green Building Solutions,LEED,9/5/2023,62,No,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,11/11/2014,89008947,Rainwater harvesting,Town Square,Not Applicable,Eco-Friendly Designs,LEED,1/2/2024,55,No,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,1/14/2015,81394940,Green roof,City Centre,LEED Gold,Sustainable Builders,Green Globes,8/30/2023,79,Limited,low-flow,reclaimed,25% reduction in energy use,true
Green Office Building,4/11/2008,87355444,LEED Platinum certified,Central District,Not Applicable,Green Building Solutions,LEED,8/21/2023,77,Limited,high-efficiency,sustainable,30% reduction in energy use,false
Sustainable Library,10/8/2016,72313703,Renewable energy sources,Central District,LEED Gold,Green Architects Inc.,ENERGY STAR Certified,7/4/2023,29,Limited,high-efficiency,recycled,30% reduction in energy use,false
Green Office Building,2/10/2009,92166221,Rainwater harvesting,Central District,LEED Certified,Green Building Solutions,ENERGY STAR Certified,10/12/2023,11,Yes,high-efficiency,certified,25% reduction in energy use,true
Green Office Building,2/12/2016,47491471,Rainwater harvesting,Downtown,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,8/11/2023,70,Yes,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,6/5/2011,96155156,Green roof,Town Square,LEED Certified,Sustainable Builders,ENERGY STAR Certified,12/25/2023,85,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,2/11/2016,86720632,Renewable energy sources,City Centre,LEED Silver,EcoBuild Constructions,ENERGY STAR Certified,12/9/2023,94,Limited,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,9/19/2008,41845164,Green roof,Town Square,Not Applicable,Sustainable Builders,LEED,11/25/2023,82,Yes,low-flow,sustainable,30% reduction in energy use,true
Sustainable Library,10/17/2023,402502,Green roof,Metropolitan Area,LEED Certified,Sustainable Builders,LEED,1/28/2024,13,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,10/13/2018,38246036,Renewable energy sources,Downtown,LEED Certified,Green Architects Inc.,LEED,6/7/2023,73,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,5/9/2023,15492600,Green roof,Central District,LEED Certified,EcoBuild Constructions,LEED,7/3/2023,53,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,7/3/2007,4919329,Green roof,Downtown,LEED Silver,Green Architects Inc.,LEED,1/5/2024,25,Limited,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,3/1/2021,51947383,LEED Platinum certified,Central District,LEED Silver,Green Building Solutions,Green Globes,6/25/2023,52,No,low-flow,reclaimed,40% reduction in energy use,false
Sustainable Library,4/6/2007,83926718,Renewable energy sources,City Centre,LEED Certified,EcoBuild Constructions,LEED,6/5/2023,37,Yes,high-efficiency,certified,25% reduction in energy use,false
Sustainable Library,4/3/2016,42935613,Rainwater harvesting,Town Square,LEED Certified,EcoBuild Constructions,LEED,2/11/2024,2,Yes,low-flow,sustainable,40% reduction in energy use,true
Sustainable Library,7/18/2009,10211611,Green roof,Town Square,LEED Silver,Sustainable Builders,Green Globes,1/4/2024,59,Yes,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,7/5/2019,4848085,Green roof,City Centre,LEED Certified,EcoBuild Constructions,Green Globes,5/30/2023,24,Yes,low-flow,certified,40% reduction in energy use,true
Green Office Building,4/17/2014,69721286,Rainwater harvesting,Metropolitan Area,LEED Certified,Green Building Solutions,ENERGY STAR Certified,2/8/2024,23,Yes,low-flow,sustainable,25% reduction in energy use,true
Sustainable Library,12/19/2015,64424766,Energy-efficient design,Metropolitan Area,LEED Silver,Sustainable Builders,LEED,7/7/2023,45,Limited,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,8/14/2016,30163007,LEED Platinum certified,Central District,LEED Silver,Eco-Friendly Designs,LEED,7/12/2023,71,No,high-efficiency,sustainable,30% reduction in energy use,true
Eco Elementary School,8/22/2012,57229004,LEED Platinum certified,Downtown,LEED Certified,Eco-Friendly Designs,LEED,12/23/2023,67,Yes,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,11/5/2012,69226821,Renewable energy sources,Downtown,LEED Silver,Eco-Friendly Designs,LEED,11/24/2023,71,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,9/24/2014,33489843,Renewable energy sources,Downtown,LEED Platinum,EcoBuild Constructions,ENERGY STAR Certified,8/15/2023,1,Yes,low-flow,certified,40% reduction in energy use,true
Green Office Building,10/18/2007,83992726,Energy-efficient design,Town Square,LEED Silver,Green Building Solutions,ENERGY STAR Certified,7/30/2023,51,No,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,7/19/2020,76769153,Energy-efficient design,City Centre,LEED Platinum,Green Architects Inc.,LEED,1/14/2024,95,Yes,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,3/3/2014,78211491,Green roof,City Centre,Not Applicable,EcoBuild Constructions,LEED,6/25/2023,4,Yes,low-flow,certified,40% reduction in energy use,true
Green Office Building,6/19/2012,60967316,Energy-efficient design,Central District,Not Applicable,Sustainable Builders,LEED,12/5/2023,38,No,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,4/27/2009,87733735,Energy-efficient design,Downtown,LEED Certified,Eco-Friendly Designs,LEED,3/9/2024,63,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Green Office Building,9/21/2018,53863742,LEED Platinum certified,Downtown,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,9/15/2023,18,Limited,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,11/3/2007,96808165,Rainwater harvesting,Downtown,LEED Certified,Green Architects Inc.,LEED,9/27/2023,67,Limited,high-efficiency,sustainable,25% reduction in energy use,false
Sustainable Library,7/30/2017,14398894,Energy-efficient design,City Centre,LEED Certified,Sustainable Builders,LEED,2/29/2024,77,Yes,high-efficiency,local,30% reduction in energy use,true
Eco Elementary School,7/29/2006,57027905,Energy-efficient design,Downtown,LEED Certified,Sustainable Builders,LEED,8/9/2023,14,Yes,low-flow,recycled,30% reduction in energy use,false
Sustainable Library,10/13/2019,89911882,Renewable energy sources,City Centre,LEED Platinum,Green Building Solutions,Green Globes,5/30/2023,78,Yes,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,12/30/2016,67366673,Energy-efficient design,Central District,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,6/10/2023,90,No,low-flow,reclaimed,40% reduction in energy use,false
Eco Elementary School,5/21/2013,41883291,LEED Platinum certified,Town Square,LEED Gold,Green Building Solutions,ENERGY STAR Certified,8/27/2023,26,Yes,low-flow,reclaimed,30% reduction in energy use,true
Eco Elementary School,5/2/2010,47218722,Renewable energy sources,City Centre,LEED Silver,Green Architects Inc.,ISO 14001,10/28/2023,68,Yes,low-flow,local,40% reduction in energy use,true
Eco Elementary School,1/9/2006,46619402,Green roof,Metropolitan Area,LEED Certified,Green Building Solutions,LEED,2/10/2024,75,Limited,high-efficiency,local,40% reduction in energy use,false
Green Office Building,12/17/2012,2923431,Rainwater harvesting,Central District,LEED Silver,EcoBuild Constructions,Green Globes,12/30/2023,71,Yes,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,10/18/2018,93074683,Renewable energy sources,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,1/4/2024,87,Limited,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,8/1/2011,4336957,LEED Platinum certified,City Centre,LEED Certified,EcoBuild Constructions,LEED,11/25/2023,91,Yes,low-flow,reclaimed,40% reduction in energy use,false
Sustainable Library,11/23/2012,83841844,Energy-efficient design,Metropolitan Area,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,7/28/2023,23,Limited,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,7/16/2018,41843818,Rainwater harvesting,City Centre,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,11/8/2023,58,No,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,10/15/2013,82185413,Energy-efficient design,Metropolitan Area,LEED Platinum,Green Architects Inc.,LEED,12/23/2023,59,No,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,12/3/2016,58554182,Renewable energy sources,City Centre,LEED Certified,Sustainable Builders,Green Globes,12/26/2023,81,Limited,low-flow,certified,30% reduction in energy use,true
Green Office Building,8/17/2011,87974603,Rainwater harvesting,Metropolitan Area,LEED Silver,Sustainable Builders,ENERGY STAR Certified,1/8/2024,11,Limited,high-efficiency,reclaimed,25% reduction in energy use,false
Eco Elementary School,6/14/2021,35337326,LEED Platinum certified,City Centre,LEED Silver,EcoBuild Constructions,LEED,6/2/2023,15,Limited,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,2/11/2006,946765,Renewable energy sources,Downtown,LEED Certified,Green Building Solutions,LEED,1/30/2024,39,Yes,high-efficiency,sustainable,25% reduction in energy use,false
Sustainable Library,2/27/2009,75877117,Energy-efficient design,Central District,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,9/26/2023,99,No,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,2/28/2019,83455099,Rainwater harvesting,Metropolitan Area,LEED Certified,Green Building Solutions,ENERGY STAR Certified,12/8/2023,81,No,low-flow,recycled,40% reduction in energy use,true
Eco Elementary School,6/13/2009,15456294,Energy-efficient design,Downtown,LEED Platinum,Green Architects Inc.,LEED,5/29/2023,68,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,1/18/2009,89115544,LEED Platinum certified,Metropolitan Area,Not Applicable,EcoBuild Constructions,ISO 14001,11/6/2023,14,Yes,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,11/26/2015,38568970,LEED Platinum certified,Downtown,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,7/2/2023,71,Limited,low-flow,certified,40% reduction in energy use,true
Green Office Building,5/24/2020,42754358,LEED Platinum certified,Downtown,LEED Certified,Eco-Friendly Designs,LEED,6/23/2023,59,Yes,low-flow,reclaimed,40% reduction in energy use,false
Eco Elementary School,6/24/2019,83925732,Green roof,Downtown,Not Applicable,EcoBuild Constructions,ISO 14001,11/3/2023,89,Limited,high-efficiency,certified,25% reduction in energy use,false
Sustainable Library,4/13/2016,43442060,LEED Platinum certified,Downtown,LEED Platinum,Green Architects Inc.,LEED,10/1/2023,18,No,low-flow,local,30% reduction in energy use,true
Eco Elementary School,1/2/2019,91693599,Rainwater harvesting,City Centre,LEED Platinum,Green Architects Inc.,Green Globes,1/26/2024,0,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,10/13/2017,2787524,Green roof,Town Square,LEED Silver,Green Building Solutions,ENERGY STAR Certified,11/14/2023,54,Yes,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,10/19/2020,92583730,Rainwater harvesting,Central District,LEED Platinum,EcoBuild Constructions,LEED,12/22/2023,25,No,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,4/26/2016,95242664,Green roof,Town Square,LEED Silver,Eco-Friendly Designs,LEED,1/24/2024,96,Limited,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,10/15/2022,52069821,Green roof,Downtown,LEED Gold,EcoBuild Constructions,ENERGY STAR Certified,1/7/2024,28,Limited,high-efficiency,local,30% reduction in energy use,true
Green Office Building,4/8/2023,15757057,LEED Platinum certified,Town Square,LEED Certified,Sustainable Builders,LEED,7/30/2023,45,Limited,low-flow,sustainable,25% reduction in energy use,false
Eco Elementary School,12/19/2007,12984348,Green roof,Central District,LEED Certified,Eco-Friendly Designs,LEED,2/26/2024,59,No,low-flow,reclaimed,40% reduction in energy use,true
Sustainable Library,2/9/2015,17305348,LEED Platinum certified,Metropolitan Area,LEED Gold,Green Architects Inc.,ISO 14001,6/18/2023,63,Yes,low-flow,reclaimed,40% reduction in energy use,true
Sustainable Library,7/15/2017,95813823,Rainwater harvesting,Town Square,Not Applicable,Sustainable Builders,LEED,2/16/2024,48,Limited,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,6/15/2020,79398894,Energy-efficient design,Metropolitan Area,LEED Certified,Eco-Friendly Designs,LEED,8/12/2023,84,Yes,low-flow,sustainable,40% reduction in energy use,false
Green Office Building,10/28/2018,90663844,Renewable energy sources,City Centre,LEED Certified,Green Architects Inc.,LEED,5/31/2023,88,Yes,high-efficiency,local,40% reduction in energy use,true
Eco Elementary School,6/24/2006,7175196,Green roof,Metropolitan Area,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,12/6/2023,40,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,8/5/2015,8917625,Green roof,Town Square,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,9/22/2023,53,No,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,12/20/2009,67940960,LEED Platinum certified,City Centre,LEED Silver,Sustainable Builders,LEED,7/22/2023,7,No,low-flow,certified,40% reduction in energy use,true
Sustainable Library,3/31/2023,75312291,Rainwater harvesting,Downtown,LEED Silver,EcoBuild Constructions,LEED,5/17/2023,93,Limited,high-efficiency,certified,30% reduction in energy use,false
Eco Elementary School,11/25/2005,56691561,LEED Platinum certified,Downtown,LEED Certified,EcoBuild Constructions,LEED,9/25/2023,71,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,8/3/2023,84149867,Renewable energy sources,Downtown,LEED Certified,EcoBuild Constructions,LEED,8/7/2023,2,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,8/13/2018,15225878,Renewable energy sources,City Centre,Not Applicable,EcoBuild Constructions,LEED,11/25/2023,66,Yes,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,9/19/2019,77475938,Green roof,Town Square,LEED Certified,EcoBuild Constructions,LEED,11/16/2023,30,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Green Office Building,10/3/2015,98659951,Green roof,City Centre,LEED Platinum,Eco-Friendly Designs,LEED,9/18/2023,37,No,high-efficiency,recycled,40% reduction in energy use,true
Eco Elementary School,1/3/2022,92475387,LEED Platinum certified,Central District,LEED Silver,EcoBuild Constructions,ENERGY STAR Certified,12/16/2023,6,Yes,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,6/1/2008,91270939,Rainwater harvesting,City Centre,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,11/30/2023,81,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,7/29/2009,4441301,LEED Platinum certified,Metropolitan Area,LEED Gold,Sustainable Builders,Green Globes,12/6/2023,3,Limited,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,12/24/2014,4382890,Green roof,City Centre,LEED Gold,EcoBuild Constructions,LEED,5/16/2023,10,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,12/2/2020,77162537,Renewable energy sources,Downtown,LEED Certified,Sustainable Builders,ENERGY STAR Certified,2/3/2024,94,Yes,low-flow,sustainable,40% reduction in energy use,true
Eco Elementary School,8/20/2009,97324699,Green roof,Town Square,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,8/2/2023,38,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,7/22/2012,4139386,LEED Platinum certified,City Centre,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,9/30/2023,89,Limited,high-efficiency,sustainable,25% reduction in energy use,true
Sustainable Library,9/19/2016,89941721,LEED Platinum certified,Town Square,LEED Silver,Green Building Solutions,LEED,5/26/2023,60,Limited,low-flow,certified,25% reduction in energy use,false
Sustainable Library,6/29/2015,43027425,Green roof,Central District,LEED Certified,Sustainable Builders,LEED,8/24/2023,88,No,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,10/29/2007,67333914,Green roof,Metropolitan Area,LEED Silver,Green Building Solutions,ISO 14001,11/15/2023,68,Yes,low-flow,certified,40% reduction in energy use,false
Sustainable Library,11/21/2005,18127302,Energy-efficient design,Metropolitan Area,LEED Certified,EcoBuild Constructions,LEED,9/11/2023,68,Limited,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,6/11/2022,25956050,Renewable energy sources,Metropolitan Area,LEED Certified,Sustainable Builders,LEED,7/24/2023,43,Yes,high-efficiency,sustainable,30% reduction in energy use,false
Eco Elementary School,5/18/2010,48543843,Rainwater harvesting,Downtown,LEED Certified,Green Architects Inc.,LEED,3/1/2024,52,Limited,low-flow,recycled,30% reduction in energy use,true
Eco Elementary School,3/3/2016,98270765,Rainwater harvesting,Downtown,LEED Gold,Green Architects Inc.,ENERGY STAR Certified,9/7/2023,49,Yes,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,1/22/2020,85531808,Rainwater harvesting,Metropolitan Area,LEED Certified,EcoBuild Constructions,LEED,10/16/2023,23,Limited,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,7/6/2016,11838368,Green roof,Metropolitan Area,LEED Silver,Green Architects Inc.,ENERGY STAR Certified,1/3/2024,11,Yes,high-efficiency,sustainable,30% reduction in energy use,false
Sustainable Library,1/14/2021,87414739,Renewable energy sources,Town Square,LEED Certified,Green Building Solutions,LEED,1/10/2024,53,Limited,high-efficiency,reclaimed,25% reduction in energy use,true
Eco Elementary School,1/27/2012,97479580,Renewable energy sources,Downtown,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,8/30/2023,85,No,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,1/12/2009,34706214,Green roof,Central District,LEED Silver,EcoBuild Constructions,LEED,11/30/2023,100,Limited,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,7/13/2017,4894369,Energy-efficient design,Central District,LEED Silver,Sustainable Builders,LEED,11/16/2023,8,Yes,low-flow,reclaimed,25% reduction in energy use,false
Sustainable Library,6/8/2009,63901573,Renewable energy sources,City Centre,LEED Certified,Green Architects Inc.,LEED,2/4/2024,79,Yes,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,11/19/2012,1642161,Renewable energy sources,Downtown,LEED Certified,EcoBuild Constructions,LEED,6/10/2023,97,Yes,high-efficiency,reclaimed,30% reduction in energy use,false
Eco Elementary School,10/13/2022,37206874,LEED Platinum certified,Central District,LEED Silver,Sustainable Builders,LEED,1/2/2024,93,Yes,low-flow,local,40% reduction in energy use,true
Green Office Building,11/18/2008,35143682,Energy-efficient design,Town Square,LEED Silver,Sustainable Builders,LEED,1/6/2024,88,Yes,low-flow,reclaimed,30% reduction in energy use,false
Green Office Building,4/23/2023,30316383,Energy-efficient design,Metropolitan Area,Not Applicable,Green Architects Inc.,ENERGY STAR Certified,11/19/2023,87,No,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,10/6/2007,88291119,LEED Platinum certified,Central District,LEED Certified,Green Building Solutions,ENERGY STAR Certified,9/21/2023,64,Yes,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,6/29/2014,82396569,Rainwater harvesting,Central District,LEED Silver,EcoBuild Constructions,LEED,7/13/2023,86,Yes,low-flow,certified,30% reduction in energy use,true
Sustainable Library,1/16/2015,13828478,Green roof,Town Square,LEED Certified,Sustainable Builders,LEED,7/27/2023,45,Limited,low-flow,certified,30% reduction in energy use,false
Eco Elementary School,5/12/2018,6404281,Energy-efficient design,Town Square,LEED Platinum,Eco-Friendly Designs,LEED,8/20/2023,99,No,low-flow,sustainable,25% reduction in energy use,true
Sustainable Library,1/26/2007,25572299,Green roof,Metropolitan Area,Not Applicable,Green Architects Inc.,ENERGY STAR Certified,12/13/2023,49,No,low-flow,certified,30% reduction in energy use,true
Green Office Building,9/1/2016,15778640,Rainwater harvesting,Town Square,LEED Platinum,EcoBuild Constructions,ENERGY STAR Certified,11/29/2023,49,Limited,high-efficiency,certified,25% reduction in energy use,false
Green Office Building,12/6/2010,17596762,LEED Platinum certified,City Centre,LEED Silver,Green Building Solutions,LEED,9/5/2023,91,Limited,high-efficiency,local,40% reduction in energy use,true
Eco Elementary School,5/27/2017,22576280,LEED Platinum certified,Metropolitan Area,LEED Certified,Sustainable Builders,LEED,1/3/2024,89,No,high-efficiency,local,40% reduction in energy use,false
Green Office Building,2/6/2013,90594399,Rainwater harvesting,Town Square,LEED Certified,Green Architects Inc.,LEED,2/11/2024,81,Limited,low-flow,certified,40% reduction in energy use,true
Green Office Building,8/31/2013,26107629,Energy-efficient design,City Centre,LEED Certified,Sustainable Builders,ENERGY STAR Certified,11/25/2023,65,No,high-efficiency,sustainable,30% reduction in energy use,true
Green Office Building,7/23/2023,62535086,Green roof,Metropolitan Area,LEED Gold,EcoBuild Constructions,LEED,12/18/2023,90,Limited,high-efficiency,sustainable,25% reduction in energy use,false
Eco Elementary School,4/12/2021,72879204,Renewable energy sources,Downtown,LEED Certified,Green Architects Inc.,LEED,9/13/2023,50,Yes,high-efficiency,local,40% reduction in energy use,true
Sustainable Library,10/29/2011,61425625,Green roof,City Centre,LEED Certified,Sustainable Builders,Green Globes,6/25/2023,56,Yes,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,9/25/2016,87733812,Rainwater harvesting,Central District,LEED Certified,Sustainable Builders,LEED,12/16/2023,95,Yes,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,3/17/2016,67411961,Renewable energy sources,Downtown,LEED Silver,Sustainable Builders,LEED,12/7/2023,84,Yes,low-flow,sustainable,30% reduction in energy use,true
Eco Elementary School,11/14/2008,38488033,Renewable energy sources,Town Square,LEED Silver,EcoBuild Constructions,LEED,2/15/2024,97,No,low-flow,certified,30% reduction in energy use,false
Eco Elementary School,11/17/2016,29054788,Renewable energy sources,Downtown,LEED Gold,Green Building Solutions,LEED,6/13/2023,86,Yes,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,6/10/2008,53226636,LEED Platinum certified,City Centre,LEED Certified,Eco-Friendly Designs,LEED,8/21/2023,44,No,low-flow,certified,30% reduction in energy use,false
Eco Elementary School,3/27/2011,57085806,Rainwater harvesting,Metropolitan Area,LEED Certified,EcoBuild Constructions,LEED,1/3/2024,34,Limited,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,3/25/2011,81828304,Energy-efficient design,Metropolitan Area,LEED Certified,Sustainable Builders,ISO 14001,9/22/2023,41,Yes,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,6/7/2012,98221527,Rainwater harvesting,Central District,LEED Platinum,Green Architects Inc.,ENERGY STAR Certified,8/7/2023,56,Limited,low-flow,reclaimed,30% reduction in energy use,false
Sustainable Library,8/22/2023,94049793,LEED Platinum certified,Downtown,LEED Certified,Eco-Friendly Designs,LEED,12/12/2023,12,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Green Office Building,2/27/2016,61821181,LEED Platinum certified,Downtown,LEED Silver,Green Architects Inc.,LEED,2/6/2024,3,Yes,low-flow,recycled,40% reduction in energy use,true
