ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Eco Elementary School,7/9/2017,50176603,Green roof,City Centre,4 Level - LEED Gold,Sustainable Builders,4 Level -  ISO 14001,10/9/2023,15,1- No,2 - high-efficiency,5 - certified,30% reduction in energy use,false
Green Office Building,7/6/2022,99680053,Green roof,Downtown,4 Level - LEED Gold,Eco-Friendly Designs,4 Level -  ISO 14001,10/4/2023,84,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Eco Elementary School,9/26/2011,2401444,Renewable energy sources,Downtown,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,10/28/2023,71,3 - Yes,1 - low-flow,3 - sustainable,40% reduction in energy use,false
Green Office Building,5/16/2008,38245486,Green roof,Metropolitan Area,4 Level - LEED Gold,Green Architects Inc.,3 Level - Green Globes,8/2/2023,5,3 - Yes,1 - low-flow,3 - sustainable,25% reduction in energy use,false
Eco Elementary School,4/21/2009,6212621,Renewable energy sources,Metropolitan Area,4 Level - LEED Gold,EcoBuild Constructions,4 Level -  ISO 14001,1/8/2024,85,2 - Limited,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Eco Elementary School,11/13/2009,74559745,Rainwater harvesting,Metropolitan Area,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,1/27/2024,20,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Eco Elementary School,6/11/2015,87472989,Renewable energy sources,Metropolitan Area,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,8/10/2023,86,2 - Limited,2 - high-efficiency,3 - sustainable,25% reduction in energy use,true
Eco Elementary School,4/17/2012,23450522,Rainwater harvesting,City Centre,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,7/24/2023,1,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Sustainable Library,3/22/2010,50413434,Green roof,Central District,4 Level - LEED Gold,EcoBuild Constructions,4 Level -  ISO 14001,11/2/2023,53,3 - Yes,2 - high-efficiency,3 - sustainable,25% reduction in energy use,false
Green Office Building,4/28/2012,18323132,LEED Platinum certified,City Centre,5 Level - LEED Platinum,Green Building Solutions,3 Level - Green Globes,1/19/2024,5,1- No,1 - low-flow,3 - sustainable,40% reduction in energy use,true
Sustainable Library,8/31/2006,64286103,Renewable energy sources,City Centre,3 Level - LEED Silver,EcoBuild Constructions,3 Level - Green Globes,10/12/2023,82,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Green Office Building,7/11/2020,59622789,Renewable energy sources,City Centre,3 Level - LEED Silver,Green Building Solutions,1 Level - ENERGY STAR Certified,7/5/2023,19,1- No,1 - low-flow,1 - local,40% reduction in energy use,false
Eco Elementary School,6/7/2023,21190695,Rainwater harvesting,Metropolitan Area,4 Level - LEED Gold,Sustainable Builders,3 Level - Green Globes,7/27/2023,69,3 - Yes,1 - low-flow,5 - certified,40% reduction in energy use,false
Eco Elementary School,8/9/2012,53150018,Rainwater harvesting,Central District,5 Level - LEED Platinum,Sustainable Builders,4 Level -  ISO 14001,6/11/2023,26,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Sustainable Library,2/24/2012,27352221,Green roof,Central District,5 Level - LEED Platinum,Green Architects Inc.,2 Level - LEED,1/31/2024,5,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Sustainable Library,4/19/2013,96050369,Rainwater harvesting,Downtown,3 Level - LEED Silver,Eco-Friendly Designs,3 Level - Green Globes,6/4/2023,4,3 - Yes,2 - high-efficiency,1 - local,40% reduction in energy use,false
Sustainable Library,9/13/2017,36244974,Energy-efficient design,City Centre,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,9/24/2023,47,2 - Limited,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Green Office Building,9/6/2020,31410191,Energy-efficient design,Downtown,5 Level - LEED Platinum,Sustainable Builders,3 Level - Green Globes,5/18/2023,63,2 - Limited,1 - low-flow,5 - certified,25% reduction in energy use,false
Eco Elementary School,6/1/2015,33489978,Energy-efficient design,Town Square,5 Level - LEED Platinum,Sustainable Builders,2 Level - LEED,7/4/2023,1,2 - Limited,1 - low-flow,2 - recycled,40% reduction in energy use,false
Sustainable Library,6/23/2011,1741712,Energy-efficient design,Central District,2 Level - LEED Certified,Green Building Solutions,1 Level - ENERGY STAR Certified,11/7/2023,92,2 - Limited,2 - high-efficiency,2 - recycled,30% reduction in energy use,false
Green Office Building,1/2/2008,94182017,LEED Platinum certified,Downtown,4 Level - LEED Gold,Green Building Solutions,2 Level - LEED,8/21/2023,92,3 - Yes,2 - high-efficiency,4 - reclaimed,30% reduction in energy use,false
Sustainable Library,11/12/2016,4550542,Renewable energy sources,City Centre,3 Level - LEED Silver,Eco-Friendly Designs,4 Level -  ISO 14001,1/18/2024,64,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Eco Elementary School,8/14/2022,8952057,Renewable energy sources,Central District,3 Level - LEED Silver,EcoBuild Constructions,3 Level - Green Globes,2/3/2024,25,3 - Yes,1 - low-flow,5 - certified,40% reduction in energy use,false
Eco Elementary School,5/25/2011,1782802,Energy-efficient design,Town Square,2 Level - LEED Certified,Green Building Solutions,3 Level - Green Globes,6/8/2023,89,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Green Office Building,8/13/2014,2465709,Energy-efficient design,Downtown,2 Level - LEED Certified,EcoBuild Constructions,4 Level -  ISO 14001,1/8/2024,48,3 - Yes,1 - low-flow,4 - reclaimed,25% reduction in energy use,false
Green Office Building,4/9/2011,43803615,Green roof,Downtown,4 Level - LEED Gold,EcoBuild Constructions,3 Level - Green Globes,5/17/2023,40,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Sustainable Library,5/24/2007,1209873,LEED Platinum certified,Town Square,3 Level - LEED Silver,Green Architects Inc.,1 Level - ENERGY STAR Certified,9/14/2023,58,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Eco Elementary School,3/6/2009,72467493,Green roof,Central District,4 Level - LEED Gold,Green Architects Inc.,3 Level - Green Globes,10/26/2023,38,1- No,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Sustainable Library,4/8/2015,82851143,Energy-efficient design,Metropolitan Area,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,11/3/2023,65,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Sustainable Library,11/20/2018,54288653,Renewable energy sources,Central District,3 Level - LEED Silver,Green Building Solutions,2 Level - LEED,11/9/2023,73,2 - Limited,1 - low-flow,3 - sustainable,40% reduction in energy use,false
Eco Elementary School,11/14/2017,88189884,Energy-efficient design,Downtown,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,9/18/2023,46,1- No,2 - high-efficiency,3 - sustainable,40% reduction in energy use,true
Eco Elementary School,10/2/2018,2742502,Renewable energy sources,Central District,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,8/31/2023,48,3 - Yes,1 - low-flow,2 - recycled,25% reduction in energy use,false
Eco Elementary School,6/16/2016,96292658,Rainwater harvesting,City Centre,3 Level - LEED Silver,Sustainable Builders,2 Level - LEED,12/26/2023,38,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Sustainable Library,7/9/2007,89904410,Green roof,Central District,4 Level - LEED Gold,Sustainable Builders,4 Level -  ISO 14001,10/20/2023,11,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Sustainable Library,6/9/2008,69371601,Energy-efficient design,Central District,3 Level - LEED Silver,EcoBuild Constructions,4 Level -  ISO 14001,1/2/2024,18,1- No,1 - low-flow,2 - recycled,40% reduction in energy use,false
Sustainable Library,10/17/2008,26243147,LEED Platinum certified,City Centre,4 Level - LEED Gold,Green Building Solutions,2 Level - LEED,5/18/2023,48,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Sustainable Library,2/10/2010,76223387,Energy-efficient design,Central District,4 Level - LEED Gold,Green Architects Inc.,3 Level - Green Globes,11/25/2023,65,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Green Office Building,8/13/2016,13851538,Renewable energy sources,Central District,4 Level - LEED Gold,Green Architects Inc.,1 Level - ENERGY STAR Certified,9/11/2023,82,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Green Office Building,3/21/2010,72745796,Green roof,City Centre,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,5/28/2023,0,3 - Yes,2 - high-efficiency,4 - reclaimed,30% reduction in energy use,false
Sustainable Library,6/26/2008,40987824,LEED Platinum certified,Central District,4 Level - LEED Gold,Green Architects Inc.,3 Level - Green Globes,7/3/2023,49,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,true
Sustainable Library,5/9/2013,7385699,Green roof,City Centre,1 Level - Not Applicable,Green Architects Inc.,2 Level - LEED,10/8/2023,61,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Sustainable Library,6/4/2014,29879494,Green roof,Downtown,5 Level - LEED Platinum,Eco-Friendly Designs,4 Level -  ISO 14001,6/10/2023,6,2 - Limited,2 - high-efficiency,2 - recycled,40% reduction in energy use,false
Green Office Building,9/5/2023,3173215,Green roof,Downtown,1 Level - Not Applicable,Green Architects Inc.,4 Level -  ISO 14001,11/12/2023,4,1- No,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Sustainable Library,9/12/2023,98122708,Green roof,Metropolitan Area,1 Level - Not Applicable,Eco-Friendly Designs,4 Level -  ISO 14001,1/27/2024,9,1- No,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Sustainable Library,10/28/2014,59077486,Energy-efficient design,Metropolitan Area,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,2/21/2024,70,3 - Yes,2 - high-efficiency,2 - recycled,40% reduction in energy use,false
Eco Elementary School,4/26/2022,4912207,Renewable energy sources,Central District,2 Level - LEED Certified,Green Building Solutions,2 Level - LEED,10/27/2023,95,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Green Office Building,5/24/2008,21216427,LEED Platinum certified,Town Square,1 Level - Not Applicable,Green Architects Inc.,4 Level -  ISO 14001,5/26/2023,11,2 - Limited,2 - high-efficiency,2 - recycled,30% reduction in energy use,false
Sustainable Library,12/27/2014,90459017,Green roof,Downtown,1 Level - Not Applicable,Green Architects Inc.,3 Level - Green Globes,2/22/2024,11,2 - Limited,2 - high-efficiency,3 - sustainable,30% reduction in energy use,true
Green Office Building,9/5/2015,27050394,Renewable energy sources,Central District,1 Level - Not Applicable,Green Building Solutions,2 Level - LEED,10/1/2023,25,1- No,2 - high-efficiency,1 - local,30% reduction in energy use,false
Sustainable Library,8/24/2020,35280226,Rainwater harvesting,Central District,3 Level - LEED Silver,Green Building Solutions,4 Level -  ISO 14001,11/13/2023,53,3 - Yes,2 - high-efficiency,2 - recycled,40% reduction in energy use,false
Green Office Building,3/28/2007,69449571,Rainwater harvesting,Town Square,4 Level - LEED Gold,Green Building Solutions,2 Level - LEED,12/30/2023,44,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Green Office Building,11/4/2020,64700054,Energy-efficient design,Downtown,2 Level - LEED Certified,Green Architects Inc.,2 Level - LEED,8/31/2023,49,1- No,2 - high-efficiency,5 - certified,30% reduction in energy use,false
Eco Elementary School,1/23/2006,18854949,Renewable energy sources,Metropolitan Area,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,10/24/2023,66,3 - Yes,1 - low-flow,4 - reclaimed,40% reduction in energy use,true
Sustainable Library,7/15/2021,87781448,Energy-efficient design,Downtown,5 Level - LEED Platinum,EcoBuild Constructions,2 Level - LEED,5/27/2023,23,1- No,1 - low-flow,4 - reclaimed,30% reduction in energy use,true
Sustainable Library,12/25/2019,84665249,LEED Platinum certified,Town Square,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,10/30/2023,80,3 - Yes,2 - high-efficiency,5 - certified,30% reduction in energy use,false
Eco Elementary School,12/10/2016,7416252,Rainwater harvesting,City Centre,5 Level - LEED Platinum,Sustainable Builders,3 Level - Green Globes,12/1/2023,95,3 - Yes,1 - low-flow,5 - certified,30% reduction in energy use,false
Eco Elementary School,6/4/2014,2482371,Green roof,Downtown,3 Level - LEED Silver,Green Architects Inc.,4 Level -  ISO 14001,6/13/2023,50,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Eco Elementary School,7/22/2010,69904818,Renewable energy sources,Metropolitan Area,4 Level - LEED Gold,Green Architects Inc.,3 Level - Green Globes,11/18/2023,94,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Sustainable Library,12/12/2017,33861477,LEED Platinum certified,City Centre,2 Level - LEED Certified,Sustainable Builders,4 Level -  ISO 14001,2/18/2024,17,2 - Limited,1 - low-flow,5 - certified,25% reduction in energy use,true
Sustainable Library,7/3/2021,90803543,Green roof,Central District,2 Level - LEED Certified,Green Building Solutions,4 Level -  ISO 14001,9/25/2023,68,2 - Limited,2 - high-efficiency,2 - recycled,40% reduction in energy use,true
Eco Elementary School,9/14/2015,58818704,Renewable energy sources,Central District,4 Level - LEED Gold,EcoBuild Constructions,4 Level -  ISO 14001,2/14/2024,96,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Green Office Building,7/21/2018,92802517,Green roof,Central District,4 Level - LEED Gold,Eco-Friendly Designs,2 Level - LEED,8/28/2023,50,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Eco Elementary School,1/21/2008,61158910,Energy-efficient design,City Centre,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,5/15/2023,23,3 - Yes,2 - high-efficiency,2 - recycled,40% reduction in energy use,true
Eco Elementary School,5/9/2006,43729182,LEED Platinum certified,Metropolitan Area,5 Level - LEED Platinum,Green Architects Inc.,1 Level - ENERGY STAR Certified,8/29/2023,87,2 - Limited,1 - low-flow,3 - sustainable,40% reduction in energy use,false
Green Office Building,6/7/2014,90810796,Rainwater harvesting,Town Square,4 Level - LEED Gold,Eco-Friendly Designs,3 Level - Green Globes,2/28/2024,55,2 - Limited,1 - low-flow,5 - certified,40% reduction in energy use,true
Eco Elementary School,8/30/2020,63667254,Green roof,Town Square,4 Level - LEED Gold,Eco-Friendly Designs,4 Level -  ISO 14001,1/4/2024,80,3 - Yes,2 - high-efficiency,4 - reclaimed,30% reduction in energy use,true
Eco Elementary School,4/24/2014,48767021,Renewable energy sources,Town Square,1 Level - Not Applicable,Eco-Friendly Designs,2 Level - LEED,10/15/2023,16,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Eco Elementary School,2/26/2023,86642904,Energy-efficient design,City Centre,5 Level - LEED Platinum,Eco-Friendly Designs,4 Level -  ISO 14001,10/27/2023,22,2 - Limited,2 - high-efficiency,4 - reclaimed,30% reduction in energy use,true
Eco Elementary School,6/22/2009,94504062,Rainwater harvesting,Downtown,3 Level - LEED Silver,Green Building Solutions,4 Level -  ISO 14001,10/4/2023,24,2 - Limited,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Eco Elementary School,6/21/2018,61950407,Renewable energy sources,City Centre,4 Level - LEED Gold,EcoBuild Constructions,4 Level -  ISO 14001,11/5/2023,15,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Sustainable Library,6/6/2007,91655402,Renewable energy sources,Town Square,1 Level - Not Applicable,Eco-Friendly Designs,4 Level -  ISO 14001,2/4/2024,78,3 - Yes,2 - high-efficiency,2 - recycled,30% reduction in energy use,false
Eco Elementary School,6/2/2021,80218413,Rainwater harvesting,Town Square,2 Level - LEED Certified,Eco-Friendly Designs,4 Level -  ISO 14001,12/7/2023,42,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Sustainable Library,8/27/2021,43473878,LEED Platinum certified,Town Square,3 Level - LEED Silver,Sustainable Builders,2 Level - LEED,9/13/2023,37,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Sustainable Library,3/3/2006,16363266,Energy-efficient design,Town Square,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,10/8/2023,76,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Eco Elementary School,1/5/2007,17040455,Energy-efficient design,Metropolitan Area,2 Level - LEED Certified,Green Architects Inc.,4 Level -  ISO 14001,1/2/2024,29,3 - Yes,1 - low-flow,5 - certified,25% reduction in energy use,true
Eco Elementary School,12/28/2020,14602768,LEED Platinum certified,Central District,4 Level - LEED Gold,Green Architects Inc.,2 Level - LEED,8/2/2023,15,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Sustainable Library,5/4/2017,70320929,Green roof,Metropolitan Area,2 Level - LEED Certified,Eco-Friendly Designs,3 Level - Green Globes,9/15/2023,3,3 - Yes,1 - low-flow,4 - reclaimed,40% reduction in energy use,false
Sustainable Library,8/30/2009,32862103,Green roof,Central District,2 Level - LEED Certified,Eco-Friendly Designs,3 Level - Green Globes,7/31/2023,71,3 - Yes,1 - low-flow,5 - certified,40% reduction in energy use,false
Sustainable Library,6/1/2022,72104671,Energy-efficient design,Metropolitan Area,2 Level - LEED Certified,Sustainable Builders,2 Level - LEED,10/23/2023,22,2 - Limited,2 - high-efficiency,3 - sustainable,40% reduction in energy use,true
Sustainable Library,4/11/2020,37874314,Energy-efficient design,City Centre,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,2/10/2024,75,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,true
Sustainable Library,4/11/2020,12348312,Rainwater harvesting,City Centre,5 Level - LEED Platinum,Green Architects Inc.,2 Level - LEED,11/15/2023,32,2 - Limited,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Sustainable Library,3/11/2011,45780619,Energy-efficient design,Downtown,5 Level - LEED Platinum,Green Building Solutions,3 Level - Green Globes,11/3/2023,99,3 - Yes,2 - high-efficiency,2 - recycled,40% reduction in energy use,true
Eco Elementary School,1/14/2015,38118437,Renewable energy sources,Central District,5 Level - LEED Platinum,Sustainable Builders,1 Level - ENERGY STAR Certified,8/11/2023,87,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Sustainable Library,4/30/2016,22502978,Rainwater harvesting,Town Square,5 Level - LEED Platinum,EcoBuild Constructions,2 Level - LEED,12/6/2023,64,2 - Limited,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,false
Eco Elementary School,2/28/2019,86572324,Renewable energy sources,Metropolitan Area,5 Level - LEED Platinum,Green Architects Inc.,3 Level - Green Globes,2/17/2024,25,3 - Yes,1 - low-flow,5 - certified,40% reduction in energy use,false
Green Office Building,10/13/2010,77060515,Green roof,City Centre,5 Level - LEED Platinum,Eco-Friendly Designs,4 Level -  ISO 14001,10/30/2023,77,2 - Limited,1 - low-flow,4 - reclaimed,25% reduction in energy use,false
Green Office Building,12/28/2018,99718813,Energy-efficient design,Metropolitan Area,2 Level - LEED Certified,Sustainable Builders,3 Level - Green Globes,10/16/2023,7,3 - Yes,2 - high-efficiency,4 - reclaimed,30% reduction in energy use,false
Green Office Building,8/9/2016,48695195,Green roof,Downtown,1 Level - Not Applicable,EcoBuild Constructions,2 Level - LEED,6/16/2023,40,2 - Limited,2 - high-efficiency,3 - sustainable,40% reduction in energy use,true
Sustainable Library,5/26/2017,26593362,Green roof,City Centre,5 Level - LEED Platinum,Green Building Solutions,4 Level -  ISO 14001,10/28/2023,65,2 - Limited,1 - low-flow,3 - sustainable,30% reduction in energy use,true
Green Office Building,9/10/2019,44456148,Rainwater harvesting,Central District,5 Level - LEED Platinum,Green Building Solutions,3 Level - Green Globes,12/28/2023,43,2 - Limited,2 - high-efficiency,2 - recycled,30% reduction in energy use,false
Sustainable Library,5/16/2020,81015603,Energy-efficient design,Downtown,4 Level - LEED Gold,Green Architects Inc.,2 Level - LEED,10/9/2023,12,3 - Yes,1 - low-flow,4 - reclaimed,30% reduction in energy use,true
Eco Elementary School,11/5/2021,48648097,Renewable energy sources,Metropolitan Area,4 Level - LEED Gold,Green Architects Inc.,2 Level - LEED,12/24/2023,35,3 - Yes,2 - high-efficiency,2 - recycled,25% reduction in energy use,false
Sustainable Library,9/13/2016,80995795,Renewable energy sources,Downtown,5 Level - LEED Platinum,Green Architects Inc.,1 Level - ENERGY STAR Certified,9/13/2023,38,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Eco Elementary School,8/10/2013,649161,Renewable energy sources,Downtown,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,9/22/2023,27,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Green Office Building,6/29/2009,84851876,Green roof,Central District,5 Level - LEED Platinum,Green Building Solutions,4 Level -  ISO 14001,5/17/2023,98,2 - Limited,2 - high-efficiency,2 - recycled,40% reduction in energy use,false
Eco Elementary School,11/10/2009,16241852,Renewable energy sources,Central District,5 Level - LEED Platinum,Eco-Friendly Designs,3 Level - Green Globes,12/4/2023,44,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Eco Elementary School,11/11/2020,11655066,Rainwater harvesting,Central District,1 Level - Not Applicable,Green Architects Inc.,4 Level -  ISO 14001,8/27/2023,10,3 - Yes,2 - high-efficiency,1 - local,40% reduction in energy use,true
Sustainable Library,9/27/2009,82857128,Renewable energy sources,City Centre,2 Level - LEED Certified,Eco-Friendly Designs,1 Level - ENERGY STAR Certified,11/23/2023,74,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Sustainable Library,10/20/2007,99526680,Renewable energy sources,City Centre,3 Level - LEED Silver,EcoBuild Constructions,3 Level - Green Globes,6/15/2023,67,2 - Limited,2 - high-efficiency,1 - local,30% reduction in energy use,true
Sustainable Library,2/15/2012,50136992,Energy-efficient design,City Centre,5 Level - LEED Platinum,EcoBuild Constructions,2 Level - LEED,2/8/2024,97,2 - Limited,2 - high-efficiency,2 - recycled,40% reduction in energy use,true
Eco Elementary School,6/26/2007,26171835,Energy-efficient design,Town Square,2 Level - LEED Certified,Sustainable Builders,2 Level - LEED,12/30/2023,3,3 - Yes,2 - high-efficiency,2 - recycled,40% reduction in energy use,true
Green Office Building,9/21/2018,34973188,Green roof,City Centre,3 Level - LEED Silver,Green Building Solutions,3 Level - Green Globes,5/22/2023,46,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Eco Elementary School,9/8/2011,57615522,Rainwater harvesting,Central District,3 Level - LEED Silver,Eco-Friendly Designs,4 Level -  ISO 14001,10/28/2023,48,2 - Limited,2 - high-efficiency,1 - local,40% reduction in energy use,false
Sustainable Library,11/18/2015,18868030,Green roof,Metropolitan Area,4 Level - LEED Gold,Sustainable Builders,4 Level -  ISO 14001,1/20/2024,21,2 - Limited,1 - low-flow,5 - certified,40% reduction in energy use,false
Green Office Building,1/22/2011,88870504,LEED Platinum certified,Town Square,2 Level - LEED Certified,Eco-Friendly Designs,4 Level -  ISO 14001,12/15/2023,63,2 - Limited,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Green Office Building,11/9/2011,25615686,LEED Platinum certified,Metropolitan Area,2 Level - LEED Certified,EcoBuild Constructions,4 Level -  ISO 14001,9/26/2023,99,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Green Office Building,11/16/2008,98854563,Rainwater harvesting,Downtown,2 Level - LEED Certified,Green Building Solutions,4 Level -  ISO 14001,10/7/2023,69,2 - Limited,1 - low-flow,5 - certified,40% reduction in energy use,true
Eco Elementary School,4/17/2010,19031876,Energy-efficient design,Town Square,2 Level - LEED Certified,Sustainable Builders,4 Level -  ISO 14001,9/10/2023,94,1- No,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Sustainable Library,11/13/2019,41679638,Renewable energy sources,City Centre,5 Level - LEED Platinum,Sustainable Builders,2 Level - LEED,2/11/2024,14,1- No,1 - low-flow,4 - reclaimed,30% reduction in energy use,true
Sustainable Library,8/15/2010,34796245,Rainwater harvesting,Metropolitan Area,2 Level - LEED Certified,Green Architects Inc.,4 Level -  ISO 14001,7/21/2023,67,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,false
Eco Elementary School,7/23/2021,10471461,Rainwater harvesting,Downtown,4 Level - LEED Gold,Green Building Solutions,4 Level -  ISO 14001,7/26/2023,90,2 - Limited,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Sustainable Library,3/18/2015,95208853,Rainwater harvesting,City Centre,5 Level - LEED Platinum,Sustainable Builders,4 Level -  ISO 14001,12/8/2023,54,1- No,1 - low-flow,5 - certified,40% reduction in energy use,false
Eco Elementary School,10/13/2017,99539964,Energy-efficient design,Central District,5 Level - LEED Platinum,Green Architects Inc.,2 Level - LEED,3/5/2024,21,3 - Yes,2 - high-efficiency,2 - recycled,25% reduction in energy use,true
Eco Elementary School,11/13/2011,89004432,Rainwater harvesting,Central District,3 Level - LEED Silver,Sustainable Builders,1 Level - ENERGY STAR Certified,5/23/2023,68,3 - Yes,2 - high-efficiency,1 - local,40% reduction in energy use,false
Green Office Building,2/3/2018,1272293,Energy-efficient design,Downtown,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,7/11/2023,58,3 - Yes,2 - high-efficiency,5 - certified,30% reduction in energy use,false
Green Office Building,2/9/2022,16667533,Green roof,Central District,5 Level - LEED Platinum,Sustainable Builders,4 Level -  ISO 14001,7/3/2023,32,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Sustainable Library,8/10/2006,97974056,Green roof,Town Square,5 Level - LEED Platinum,Green Building Solutions,4 Level -  ISO 14001,8/20/2023,81,3 - Yes,1 - low-flow,3 - sustainable,25% reduction in energy use,false
Eco Elementary School,8/10/2014,24338312,Rainwater harvesting,City Centre,2 Level - LEED Certified,EcoBuild Constructions,4 Level -  ISO 14001,1/1/2024,93,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,false
Green Office Building,9/28/2006,55366180,Energy-efficient design,Downtown,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,2/23/2024,69,3 - Yes,2 - high-efficiency,2 - recycled,40% reduction in energy use,true
Green Office Building,10/8/2018,65127801,Energy-efficient design,Town Square,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,7/26/2023,85,2 - Limited,1 - low-flow,4 - reclaimed,30% reduction in energy use,true
Green Office Building,11/7/2021,61915025,Green roof,Metropolitan Area,2 Level - LEED Certified,Eco-Friendly Designs,4 Level -  ISO 14001,3/8/2024,100,1- No,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Green Office Building,6/11/2022,67810195,Rainwater harvesting,Metropolitan Area,5 Level - LEED Platinum,EcoBuild Constructions,3 Level - Green Globes,9/16/2023,62,3 - Yes,2 - high-efficiency,1 - local,40% reduction in energy use,true
Green Office Building,4/30/2006,13459362,Energy-efficient design,Downtown,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,8/28/2023,25,1- No,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Green Office Building,3/14/2016,64630229,Rainwater harvesting,Central District,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,12/24/2023,68,1- No,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
