ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Sustainable Library,10/21/2023,277162.89,Energy-efficient design,Trincomalee,LEED Gold,Green Architects Inc.,Green Globes,1/26/2024,43.39,Limited,high-efficiency,local,25% reduction in energy use,true
Green Office Building,8/6/2023,211911.56,LEED Platinum certified,Kurunegala,LEED Silve,Green Architects Inc.,ISO 14001,2/4/2024,86.23,Limited,low-flow,reclaimed,40% reduction in energy use,true
Sustainable Library,7/23/2023,442620.97,Green roof,Matara,LEED Silve,EcoBuild Constructions,LEED,6/25/2023,7.03,Yes,high-efficiency,certified,30% reduction in energy use,false
Eco Elementary School,12/4/2022,777553.9,Renewable energy sources,Gampaha,LEED Silve,Green Building Solutions,ENERGY STAR Certified,1/15/2024,75.9,Limited,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,12/4/2022,190690.25,Renewable energy sources,Jaffna,LEED Gold,Sustainable Builders,Green Globes,7/9/2023,29.12,Yes,low-flow,reclaimed,25% reduction in energy use,false
Eco Elementary School,3/19/2023,516256.6,Rainwater harvesting,Kandy,LEED Certified,Eco-Friendly Designs,Green Globes,8/5/2023,93.84,No,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,1/15/2023,114197.36,LEED Platinum certified,Jaffna,LEED Silve,Sustainable Builders,ISO 14001,11/11/2023,35.96,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,7/31/2023,676223.25,Rainwater harvesting,Jaffna,LEED Gold,Sustainable Builders,LEED,6/9/2023,27.76,Yes,high-efficiency,recycled,30% reduction in energy use,false
Eco Elementary School,8/23/2023,182014.2,Green roof,Galle,LEED Silve,Green Architects Inc.,ENERGY STAR Certified,6/13/2023,4.1,Yes,low-flow,certified,25% reduction in energy use,true
Green Office Building,4/14/2023,300966.53,Energy-efficient design,Trincomalee,LEED Certified,EcoBuild Constructions,LEED,10/16/2023,5.88,Yes,low-flow,reclaimed,25% reduction in energy use,false
Sustainable Library,9/1/2023,730983.37,Green roof,Gampaha,LEED Gold,EcoBuild Constructions,LEED,12/2/2023,63.06,Limited,high-efficiency,reclaimed,25% reduction in energy use,false
Green Office Building,8/18/2023,173449.04,Renewable energy sources,Matara,LEED Certified,Green Architects Inc.,LEED,2/28/2024,28.62,Limited,high-efficiency,local,40% reduction in energy use,true
Eco Elementary School,3/19/2023,757602.27,Rainwater harvesting,Jaffna,LEED Platinum,Green Architects Inc.,ISO 14001,9/23/2023,60.79,Limited,low-flow,sustainable,40% reduction in energy use,false
Eco Elementary School,6/11/2023,324271.82,Green roof,Trincomalee,Not Applicable,Green Building Solutions,ENERGY STAR Certified,8/31/2023,0.95,Limited,low-flow,local,40% reduction in energy use,false
Sustainable Library,3/5/2023,366857.28,LEED Platinum certified,Jaffna,LEED Certified,Sustainable Builders,Green Globes,10/28/2023,37.68,No,high-efficiency,certified,25% reduction in energy use,true
Eco Elementary School,4/28/2023,277150.84,Green roof,Gampaha,LEED Platinum,EcoBuild Constructions,ENERGY STAR Certified,9/21/2023,65.9,No,high-efficiency,local,30% reduction in energy use,true
Sustainable Library,10/17/2023,507972.23,Rainwater harvesting,Galle,Not Applicable,Green Architects Inc.,Green Globes,12/18/2023,2.6,Limited,high-efficiency,certified,25% reduction in energy use,false
Sustainable Library,12/14/2022,440761.1,Rainwater harvesting,Kandy,LEED Platinum,Green Architects Inc.,ENERGY STAR Certified,7/16/2023,53.13,Yes,high-efficiency,local,25% reduction in energy use,false
Sustainable Library,1/8/2023,928092.35,Rainwater harvesting,Trincomalee,Not Applicable,Eco-Friendly Designs,ENERGY STAR Certified,6/23/2023,94.06,Yes,high-efficiency,local,30% reduction in energy use,false
Green Office Building,10/22/2023,446976.76,Green roof,Trincomalee,LEED Platinum,Eco-Friendly Designs,ENERGY STAR Certified,11/23/2023,46.81,Yes,high-efficiency,sustainable,30% reduction in energy use,true
Sustainable Library,6/14/2023,576116.59,Energy-efficient design,Gampaha,Not Applicable,Green Architects Inc.,Green Globes,7/13/2023,87.66,Limited,low-flow,certified,30% reduction in energy use,false
Green Office Building,5/30/2023,298299.77,Renewable energy sources,Gampaha,Not Applicable,Sustainable Builders,LEED,3/9/2024,6.96,Yes,low-flow,sustainable,25% reduction in energy use,false
Eco Elementary School,3/1/2023,612690.23,Rainwater harvesting,Anuradhapura,LEED Gold,Green Architects Inc.,LEED,9/13/2023,69.39,Limited,high-efficiency,reclaimed,25% reduction in energy use,false
Green Office Building,5/6/2023,357712.4,Renewable energy sources,Matara,Not Applicable,Green Building Solutions,Green Globes,6/16/2023,45.91,No,high-efficiency,local,30% reduction in energy use,false
Green Office Building,12/20/2022,497113.48,Rainwater harvesting,Matara,LEED Gold,Sustainable Builders,LEED,10/28/2023,69.9,Limited,low-flow,recycled,25% reduction in energy use,false
Green Office Building,12/15/2022,151538.1,Energy-efficient design,Trincomalee,LEED Platinum,Eco-Friendly Designs,ISO 14001,5/30/2023,72.71,Limited,high-efficiency,local,30% reduction in energy use,true
Eco Elementary School,10/22/2023,663310.57,Rainwater harvesting,Kurunegala,LEED Certified,Sustainable Builders,ISO 14001,2/12/2024,13.98,Limited,high-efficiency,sustainable,25% reduction in energy use,false
Eco Elementary School,1/21/2023,947152.14,Rainwater harvesting,Trincomalee,LEED Certified,EcoBuild Constructions,ISO 14001,9/17/2023,92.8,Limited,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,11/10/2022,303290.35,LEED Platinum certified,Negombo,LEED Gold,Green Building Solutions,LEED,12/9/2023,59.44,No,low-flow,reclaimed,30% reduction in energy use,false
Green Office Building,1/4/2023,456822.93,Green roof,Anuradhapura,LEED Platinum,Sustainable Builders,Green Globes,11/13/2023,2.64,Limited,low-flow,recycled,25% reduction in energy use,true
Sustainable Library,4/15/2023,737107.27,Renewable energy sources,Trincomalee,Not Applicable,Sustainable Builders,LEED,9/22/2023,44.39,Limited,low-flow,recycled,25% reduction in energy use,false
Eco Elementary School,1/24/2023,976603.67,Energy-efficient design,Kurunegala,LEED Platinum,Green Architects Inc.,Green Globes,9/5/2023,82.33,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,4/5/2023,116096.68,Green roof,Kurunegala,LEED Gold,EcoBuild Constructions,ENERGY STAR Certified,2/18/2024,69.42,Limited,high-efficiency,local,40% reduction in energy use,true
Green Office Building,12/1/2022,231442.99,Renewable energy sources,Colombo,LEED Silve,EcoBuild Constructions,Green Globes,1/20/2024,74.01,Limited,high-efficiency,recycled,40% reduction in energy use,false
Green Office Building,8/10/2023,471430.13,Energy-efficient design,Negombo,LEED Gold,EcoBuild Constructions,ISO 14001,8/13/2023,5.15,Limited,low-flow,sustainable,30% reduction in energy use,true
Sustainable Library,2/8/2023,212549.24,Energy-efficient design,Jaffna,LEED Platinum,Green Building Solutions,ISO 14001,7/4/2023,99.96,Yes,high-efficiency,certified,25% reduction in energy use,false
Green Office Building,12/17/2022,607362.39,Rainwater harvesting,Colombo,LEED Certified,Sustainable Builders,ISO 14001,5/21/2023,11.12,No,high-efficiency,sustainable,25% reduction in energy use,true
Sustainable Library,6/6/2023,304920.38,Green roof,Gampaha,LEED Platinum,Green Architects Inc.,ISO 14001,8/1/2023,64.53,Yes,low-flow,recycled,30% reduction in energy use,true
Eco Elementary School,1/16/2023,382355.49,Rainwater harvesting,Galle,LEED Gold,Sustainable Builders,LEED,7/27/2023,3.39,Yes,high-efficiency,recycled,30% reduction in energy use,false
Green Office Building,8/2/2023,991506.52,Energy-efficient design,Anuradhapura,Not Applicable,Green Building Solutions,ISO 14001,8/23/2023,7.14,Yes,low-flow,certified,30% reduction in energy use,false
Green Office Building,6/7/2023,954628.21,Energy-efficient design,Galle,Not Applicable,Green Architects Inc.,Green Globes,12/1/2023,47.69,Limited,high-efficiency,recycled,25% reduction in energy use,false
Sustainable Library,1/22/2023,913593.59,Rainwater harvesting,Anuradhapura,LEED Platinum,Green Architects Inc.,ISO 14001,7/19/2023,48.91,No,high-efficiency,local,25% reduction in energy use,true
Sustainable Library,2/6/2023,705227.71,Renewable energy sources,Gampaha,LEED Certified,Green Building Solutions,Green Globes,9/26/2023,2.2,No,high-efficiency,recycled,25% reduction in energy use,true
Green Office Building,10/9/2023,963049.51,LEED Platinum certified,Kandy,LEED Platinum,EcoBuild Constructions,ENERGY STAR Certified,10/25/2023,49.29,Yes,high-efficiency,recycled,30% reduction in energy use,true
Sustainable Library,10/13/2023,941715.13,Rainwater harvesting,Trincomalee,Not Applicable,Sustainable Builders,LEED,1/31/2024,52.66,Limited,low-flow,sustainable,25% reduction in energy use,false
Sustainable Library,6/13/2023,273581.19,Green roof,Jaffna,LEED Certified,Green Building Solutions,ENERGY STAR Certified,9/27/2023,1.93,Limited,high-efficiency,reclaimed,25% reduction in energy use,false
Green Office Building,7/14/2023,508610.3,LEED Platinum certified,Matara,LEED Silve,Sustainable Builders,Green Globes,11/2/2023,22.03,No,low-flow,certified,25% reduction in energy use,false
Eco Elementary School,10/21/2023,578163.18,Rainwater harvesting,Anuradhapura,LEED Silve,EcoBuild Constructions,ISO 14001,9/2/2023,64.97,No,high-efficiency,local,25% reduction in energy use,false
Green Office Building,9/7/2023,576369.77,LEED Platinum certified,Matara,LEED Silve,Green Building Solutions,ENERGY STAR Certified,10/8/2023,43.11,No,low-flow,certified,40% reduction in energy use,false
Green Office Building,12/20/2022,548870.64,LEED Platinum certified,Gampaha,LEED Platinum,Sustainable Builders,LEED,11/7/2023,74.97,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,2/28/2023,904665.19,Energy-efficient design,Matara,LEED Gold,Green Architects Inc.,ISO 14001,8/3/2023,95.35,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Eco Elementary School,3/4/2023,961608.64,Green roof,Trincomalee,LEED Silve,Eco-Friendly Designs,ISO 14001,7/28/2023,94.35,No,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,11/19/2022,569584.82,Green roof,Kurunegala,LEED Silve,Sustainable Builders,ENERGY STAR Certified,6/1/2023,11.05,No,low-flow,sustainable,40% reduction in energy use,false
Sustainable Library,1/27/2023,788682.86,Renewable energy sources,Anuradhapura,LEED Gold,Green Building Solutions,ISO 14001,5/21/2023,6.81,No,low-flow,sustainable,25% reduction in energy use,false
Sustainable Library,3/15/2023,161544.45,Green roof,Kurunegala,Not Applicable,Eco-Friendly Designs,ISO 14001,6/1/2023,51.02,Limited,low-flow,certified,30% reduction in energy use,false
Eco Elementary School,10/17/2023,119142.28,Green roof,Jaffna,LEED Certified,Sustainable Builders,LEED,9/21/2023,51.54,Yes,low-flow,reclaimed,30% reduction in energy use,true
Eco Elementary School,11/13/2022,375626.95,Green roof,Matara,LEED Platinum,Eco-Friendly Designs,LEED,1/17/2024,21.21,Limited,low-flow,reclaimed,40% reduction in energy use,true
Eco Elementary School,10/15/2023,315641.97,Green roof,Colombo,LEED Certified,Sustainable Builders,ENERGY STAR Certified,12/8/2023,88.13,Limited,low-flow,sustainable,30% reduction in energy use,false
Eco Elementary School,11/26/2022,823721.59,Energy-efficient design,Trincomalee,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,6/2/2023,21.36,Limited,high-efficiency,sustainable,30% reduction in energy use,true
Eco Elementary School,10/1/2023,614415.71,Renewable energy sources,Negombo,LEED Silve,Sustainable Builders,Green Globes,6/12/2023,65.07,Limited,low-flow,reclaimed,30% reduction in energy use,false
Eco Elementary School,12/25/2022,542799.74,Renewable energy sources,Negombo,LEED Silve,Green Architects Inc.,LEED,7/11/2023,30.6,Limited,low-flow,sustainable,40% reduction in energy use,false
Green Office Building,5/6/2023,672784.46,Energy-efficient design,Kurunegala,Not Applicable,Eco-Friendly Designs,Green Globes,12/6/2023,61.61,No,high-efficiency,reclaimed,25% reduction in energy use,false
Sustainable Library,3/13/2023,840195.08,Energy-efficient design,Colombo,LEED Certified,EcoBuild Constructions,LEED,10/5/2023,74.9,Limited,high-efficiency,reclaimed,25% reduction in energy use,true
Eco Elementary School,5/26/2023,886399.47,Rainwater harvesting,Negombo,LEED Certified,Green Architects Inc.,ISO 14001,7/3/2023,25.75,No,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,1/23/2023,649058.29,Green roof,Gampaha,LEED Gold,Green Architects Inc.,ISO 14001,1/26/2024,32.86,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Green Office Building,8/7/2023,641653.9,Rainwater harvesting,Galle,Not Applicable,Eco-Friendly Designs,ENERGY STAR Certified,11/15/2023,21.2,Yes,low-flow,sustainable,30% reduction in energy use,false
Green Office Building,8/31/2023,809113.01,Rainwater harvesting,Kandy,LEED Platinum,Green Building Solutions,ISO 14001,8/5/2023,12.52,Limited,low-flow,local,30% reduction in energy use,true
Green Office Building,12/29/2022,181593.06,Rainwater harvesting,Galle,LEED Silve,Green Architects Inc.,Green Globes,8/21/2023,54.0,Yes,high-efficiency,local,30% reduction in energy use,true
Green Office Building,3/14/2023,418709.77,LEED Platinum certified,Colombo,Not Applicable,Eco-Friendly Designs,LEED,8/3/2023,65.72,Yes,high-efficiency,sustainable,25% reduction in energy use,true
Eco Elementary School,10/2/2023,770657.91,Green roof,Kandy,LEED Platinum,Sustainable Builders,ISO 14001,7/29/2023,29.03,No,high-efficiency,certified,25% reduction in energy use,true
Sustainable Library,4/11/2023,541068.08,Renewable energy sources,Negombo,LEED Silve,Green Building Solutions,Green Globes,12/10/2023,17.72,Yes,low-flow,certified,25% reduction in energy use,false
Sustainable Library,9/22/2023,268932.23,Green roof,Trincomalee,LEED Silve,Sustainable Builders,ENERGY STAR Certified,8/10/2023,80.44,Yes,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,2/17/2023,859905.0,Green roof,Kurunegala,LEED Platinum,EcoBuild Constructions,Green Globes,3/6/2024,15.71,No,high-efficiency,local,30% reduction in energy use,false
Sustainable Library,4/10/2023,429720.6,Renewable energy sources,Kurunegala,Not Applicable,Green Building Solutions,ISO 14001,7/5/2023,33.85,Limited,low-flow,recycled,25% reduction in energy use,false
Green Office Building,2/16/2023,347993.0,Renewable energy sources,Kandy,LEED Silve,EcoBuild Constructions,ENERGY STAR Certified,7/22/2023,44.04,No,high-efficiency,reclaimed,40% reduction in energy use,false
Eco Elementary School,3/16/2023,837938.83,Rainwater harvesting,Anuradhapura,LEED Certified,Eco-Friendly Designs,ISO 14001,1/15/2024,96.93,Limited,high-efficiency,local,25% reduction in energy use,true
Sustainable Library,10/18/2023,585602.55,Rainwater harvesting,Anuradhapura,LEED Silve,Green Architects Inc.,LEED,7/23/2023,23.78,Yes,high-efficiency,reclaimed,25% reduction in energy use,true
Eco Elementary School,12/18/2022,321868.26,Renewable energy sources,Kurunegala,Not Applicable,Green Building Solutions,LEED,12/2/2023,40.58,No,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,10/4/2023,207467.88,Energy-efficient design,Trincomalee,LEED Silve,Eco-Friendly Designs,ENERGY STAR Certified,3/4/2024,96.01,Yes,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,2/22/2023,375535.6,Rainwater harvesting,Matara,LEED Gold,Green Architects Inc.,ENERGY STAR Certified,12/8/2023,84.09,Limited,low-flow,certified,25% reduction in energy use,true
Eco Elementary School,11/15/2022,337072.68,Energy-efficient design,Galle,LEED Platinum,EcoBuild Constructions,ENERGY STAR Certified,6/28/2023,43.06,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,2/12/2023,609577.89,Renewable energy sources,Jaffna,LEED Silve,Eco-Friendly Designs,ISO 14001,10/16/2023,83.72,No,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,9/5/2023,278630.61,Rainwater harvesting,Kandy,LEED Gold,Green Architects Inc.,ISO 14001,1/14/2024,29.88,Limited,low-flow,recycled,25% reduction in energy use,false
Eco Elementary School,3/21/2023,678528.12,Rainwater harvesting,Gampaha,LEED Platinum,EcoBuild Constructions,Green Globes,12/22/2023,98.42,Yes,high-efficiency,reclaimed,30% reduction in energy use,false
Sustainable Library,3/30/2023,365210.6,Energy-efficient design,Kurunegala,LEED Silve,Eco-Friendly Designs,ENERGY STAR Certified,8/13/2023,56.74,No,low-flow,local,30% reduction in energy use,false
Sustainable Library,8/21/2023,846588.55,LEED Platinum certified,Jaffna,Not Applicable,EcoBuild Constructions,ISO 14001,12/23/2023,71.22,Limited,low-flow,reclaimed,40% reduction in energy use,true
Sustainable Library,6/25/2023,714246.24,Energy-efficient design,Anuradhapura,LEED Certified,Green Building Solutions,ENERGY STAR Certified,11/18/2023,32.36,Limited,low-flow,certified,30% reduction in energy use,true
Eco Elementary School,1/25/2023,999972.76,Rainwater harvesting,Jaffna,LEED Silve,Eco-Friendly Designs,Green Globes,5/15/2023,95.74,No,low-flow,reclaimed,25% reduction in energy use,false
Green Office Building,8/21/2023,776787.74,LEED Platinum certified,Anuradhapura,Not Applicable,Green Building Solutions,LEED,11/22/2023,48.07,Limited,high-efficiency,local,40% reduction in energy use,false
Green Office Building,7/14/2023,959432.43,Green roof,Galle,LEED Gold,Green Building Solutions,ISO 14001,12/27/2023,20.33,No,low-flow,reclaimed,25% reduction in energy use,true
Sustainable Library,7/19/2023,543816.15,Green roof,Colombo,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,12/10/2023,49.37,No,low-flow,reclaimed,40% reduction in energy use,false
Eco Elementary School,10/7/2023,456437.33,Renewable energy sources,Jaffna,LEED Gold,Eco-Friendly Designs,ISO 14001,11/8/2023,9.19,No,low-flow,reclaimed,40% reduction in energy use,true
Eco Elementary School,1/29/2023,502932.27,Energy-efficient design,Anuradhapura,LEED Platinum,Eco-Friendly Designs,ENERGY STAR Certified,3/8/2024,48.35,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,10/30/2022,258005.88,LEED Platinum certified,Matara,LEED Platinum,Green Building Solutions,LEED,9/8/2023,89.99,No,low-flow,reclaimed,25% reduction in energy use,true
Green Office Building,6/19/2023,475206.28,Renewable energy sources,Kurunegala,LEED Silve,Green Architects Inc.,LEED,12/5/2023,99.03,Limited,low-flow,sustainable,25% reduction in energy use,true
Sustainable Library,5/15/2023,651655.03,LEED Platinum certified,Kandy,Not Applicable,Sustainable Builders,LEED,1/30/2024,87.77,Limited,low-flow,recycled,25% reduction in energy use,false
Sustainable Library,7/22/2023,438652.64,Renewable energy sources,Anuradhapura,Not Applicable,Green Building Solutions,Green Globes,5/23/2023,31.5,No,high-efficiency,certified,25% reduction in energy use,true
Eco Elementary School,8/5/2023,914466.18,Rainwater harvesting,Jaffna,LEED Gold,Green Architects Inc.,ISO 14001,9/20/2023,54.1,No,high-efficiency,local,30% reduction in energy use,true
Eco Elementary School,5/24/2023,212140.5,LEED Platinum certified,Jaffna,LEED Platinum,Eco-Friendly Designs,LEED,5/18/2023,99.9,No,high-efficiency,reclaimed,25% reduction in energy use,true
Eco Elementary School,12/13/2022,911709.11,Green roof,Jaffna,LEED Gold,Eco-Friendly Designs,Green Globes,12/15/2023,79.29,Limited,high-efficiency,sustainable,30% reduction in energy use,true
Eco Elementary School,5/10/2023,236234.64,Green roof,Negombo,LEED Silve,Sustainable Builders,Green Globes,6/8/2023,76.58,Limited,low-flow,recycled,40% reduction in energy use,true
Eco Elementary School,9/26/2023,969922.03,Renewable energy sources,Galle,LEED Silve,Green Architects Inc.,ISO 14001,1/14/2024,96.22,Yes,low-flow,sustainable,40% reduction in energy use,false
Eco Elementary School,3/26/2023,539815.84,Renewable energy sources,Jaffna,LEED Silve,Green Building Solutions,LEED,10/17/2023,52.77,No,low-flow,recycled,25% reduction in energy use,true
Sustainable Library,7/13/2023,325152.45,Rainwater harvesting,Jaffna,Not Applicable,EcoBuild Constructions,LEED,8/17/2023,62.92,Yes,high-efficiency,local,40% reduction in energy use,true
Green Office Building,1/9/2023,194294.76,Rainwater harvesting,Negombo,LEED Gold,EcoBuild Constructions,Green Globes,7/24/2023,59.02,Limited,low-flow,sustainable,40% reduction in energy use,true
Green Office Building,5/13/2023,111179.39,Green roof,Gampaha,Not Applicable,Green Building Solutions,ISO 14001,6/20/2023,98.91,Yes,low-flow,recycled,25% reduction in energy use,false
Sustainable Library,7/21/2023,958729.84,Energy-efficient design,Jaffna,LEED Gold,Green Architects Inc.,ISO 14001,3/7/2024,72.86,Limited,low-flow,reclaimed,25% reduction in energy use,false
Sustainable Library,9/19/2023,160558.89,Renewable energy sources,Kurunegala,LEED Platinum,Green Architects Inc.,Green Globes,9/14/2023,14.94,No,low-flow,certified,40% reduction in energy use,false
Sustainable Library,4/22/2023,722808.37,Renewable energy sources,Negombo,LEED Platinum,Green Building Solutions,ENERGY STAR Certified,11/6/2023,45.93,Yes,high-efficiency,recycled,40% reduction in energy use,false
Sustainable Library,5/3/2023,747415.57,Rainwater harvesting,Negombo,Not Applicable,EcoBuild Constructions,LEED,6/26/2023,36.65,Limited,low-flow,recycled,25% reduction in energy use,true
Eco Elementary School,1/1/2023,734887.86,Green roof,Gampaha,LEED Gold,Green Architects Inc.,LEED,12/26/2023,34.82,Yes,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,11/21/2022,507281.66,Renewable energy sources,Galle,Not Applicable,EcoBuild Constructions,ENERGY STAR Certified,7/28/2023,53.25,Yes,low-flow,reclaimed,40% reduction in energy use,false
Eco Elementary School,3/8/2023,450107.97,LEED Platinum certified,Kurunegala,LEED Platinum,Sustainable Builders,Green Globes,2/15/2024,83.2,Limited,low-flow,sustainable,25% reduction in energy use,false
Eco Elementary School,2/16/2023,486374.65,Energy-efficient design,Trincomalee,LEED Silve,EcoBuild Constructions,Green Globes,6/24/2023,60.45,Yes,low-flow,certified,40% reduction in energy use,true
Sustainable Library,8/26/2023,847204.38,Green roof,Kandy,LEED Platinum,EcoBuild Constructions,Green Globes,7/10/2023,52.31,No,high-efficiency,sustainable,30% reduction in energy use,false
Eco Elementary School,11/19/2022,264352.46,Energy-efficient design,Anuradhapura,LEED Gold,Green Building Solutions,LEED,12/5/2023,35.72,Limited,low-flow,reclaimed,25% reduction in energy use,false
Eco Elementary School,4/13/2023,741553.74,Green roof,Gampaha,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,7/1/2023,8.2,No,high-efficiency,certified,25% reduction in energy use,false
Eco Elementary School,5/1/2023,127292.09,Rainwater harvesting,Matara,LEED Gold,Sustainable Builders,Green Globes,8/25/2023,17.88,No,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,12/8/2022,379047.57,Energy-efficient design,Kurunegala,Not Applicable,Green Architects Inc.,Green Globes,10/17/2023,19.28,No,low-flow,sustainable,25% reduction in energy use,true
Green Office Building,9/22/2023,930764.15,LEED Platinum certified,Matara,LEED Gold,Eco-Friendly Designs,ENERGY STAR Certified,7/13/2023,52.29,Yes,low-flow,local,25% reduction in energy use,true
Green Office Building,9/24/2023,968618.34,Energy-efficient design,Gampaha,LEED Gold,Green Building Solutions,ENERGY STAR Certified,6/26/2023,47.19,No,low-flow,reclaimed,40% reduction in energy use,true
Eco Elementary School,8/21/2023,103987.44,LEED Platinum certified,Galle,Not Applicable,Green Building Solutions,ENERGY STAR Certified,9/23/2023,87.93,Yes,low-flow,local,30% reduction in energy use,true
Green Office Building,1/7/2023,931911.93,LEED Platinum certified,Anuradhapura,LEED Platinum,Green Architects Inc.,Green Globes,2/2/2024,2.37,Limited,high-efficiency,reclaimed,25% reduction in energy use,true
Eco Elementary School,5/13/2023,726912.33,LEED Platinum certified,Matara,Not Applicable,EcoBuild Constructions,ISO 14001,10/20/2023,74.65,Limited,high-efficiency,sustainable,25% reduction in energy use,true
Eco Elementary School,9/11/2023,383809.96,LEED Platinum certified,Matara,LEED Silve,Green Building Solutions,ISO 14001,7/20/2023,58.89,Limited,low-flow,reclaimed,25% reduction in energy use,true
Green Office Building,7/30/2023,488857.81,Green roof,Matara,Not Applicable,Green Building Solutions,Green Globes,3/7/2024,86.37,Limited,high-efficiency,sustainable,30% reduction in energy use,true
Sustainable Library,1/9/2023,157802.41,Green roof,Kurunegala,LEED Silve,Eco-Friendly Designs,Green Globes,12/4/2023,12.77,Yes,low-flow,certified,25% reduction in energy use,true
Eco Elementary School,9/17/2023,634534.11,LEED Platinum certified,Negombo,LEED Certified,Green Architects Inc.,LEED,7/22/2023,0.72,No,high-efficiency,recycled,30% reduction in energy use,false
Eco Elementary School,6/20/2023,566022.29,Renewable energy sources,Jaffna,LEED Gold,Green Architects Inc.,LEED,6/3/2023,88.36,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,3/6/2023,852998.09,Green roof,Matara,LEED Certified,EcoBuild Constructions,Green Globes,9/17/2023,80.71,Limited,high-efficiency,reclaimed,25% reduction in energy use,true
Sustainable Library,5/5/2023,138704.53,Green roof,Matara,LEED Silve,Eco-Friendly Designs,LEED,2/21/2024,79.72,No,low-flow,reclaimed,30% reduction in energy use,true
Eco Elementary School,2/20/2023,625836.2,LEED Platinum certified,Trincomalee,LEED Gold,EcoBuild Constructions,ISO 14001,10/13/2023,0.81,Yes,low-flow,reclaimed,30% reduction in energy use,false
Sustainable Library,9/10/2023,631930.06,Renewable energy sources,Matara,LEED Platinum,Green Building Solutions,Green Globes,7/18/2023,65.79,Yes,low-flow,certified,25% reduction in energy use,true
Sustainable Library,12/13/2022,743348.93,Rainwater harvesting,Colombo,LEED Platinum,EcoBuild Constructions,Green Globes,6/19/2023,33.01,Limited,low-flow,sustainable,25% reduction in energy use,true
Eco Elementary School,9/29/2023,650275.53,Rainwater harvesting,Matara,LEED Gold,Sustainable Builders,LEED,10/11/2023,76.17,Limited,high-efficiency,local,40% reduction in energy use,true
Green Office Building,10/13/2023,937555.14,Rainwater harvesting,Kandy,LEED Gold,Green Architects Inc.,ENERGY STAR Certified,7/30/2023,31.0,No,low-flow,reclaimed,25% reduction in energy use,false
Sustainable Library,5/29/2023,734237.82,LEED Platinum certified,Colombo,LEED Gold,Eco-Friendly Designs,Green Globes,12/5/2023,14.04,Limited,high-efficiency,recycled,40% reduction in energy use,true
Sustainable Library,4/21/2023,459048.92,Energy-efficient design,Colombo,Not Applicable,Eco-Friendly Designs,ISO 14001,8/22/2023,79.89,No,high-efficiency,certified,25% reduction in energy use,false
Green Office Building,9/25/2023,913859.05,Renewable energy sources,Kandy,LEED Platinum,Green Building Solutions,ENERGY STAR Certified,9/8/2023,55.56,Yes,low-flow,certified,30% reduction in energy use,false
Sustainable Library,10/17/2023,723122.46,LEED Platinum certified,Galle,LEED Gold,EcoBuild Constructions,ENERGY STAR Certified,12/18/2023,4.06,No,low-flow,certified,25% reduction in energy use,false
Eco Elementary School,12/19/2022,890603.48,LEED Platinum certified,Kandy,Not Applicable,Eco-Friendly Designs,ENERGY STAR Certified,3/5/2024,75.84,Yes,high-efficiency,local,30% reduction in energy use,true
Green Office Building,8/15/2023,415505.3,Rainwater harvesting,Kandy,LEED Certified,Green Building Solutions,Green Globes,11/18/2023,64.16,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,12/29/2022,414395.26,Green roof,Matara,LEED Platinum,EcoBuild Constructions,LEED,9/23/2023,53.16,Yes,low-flow,local,40% reduction in energy use,true
Eco Elementary School,11/5/2022,716109.81,Green roof,Negombo,LEED Platinum,Green Architects Inc.,Green Globes,2/7/2024,14.35,No,high-efficiency,certified,30% reduction in energy use,false
Eco Elementary School,11/24/2022,373152.38,Green roof,Trincomalee,LEED Platinum,Green Building Solutions,Green Globes,1/14/2024,31.6,Limited,high-efficiency,recycled,40% reduction in energy use,false
